id,model_id,instrument_id,framing,run_index,status,temperature,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost_usd,latency_ms,provider,openrouter_id,completed_at
ymmu1jZ1O2ghe9,deepseek/deepseek-r1-0528,ipip50,human,1,completed,0.7,772,4782,4175,5554,0.0107059,1282,AtlasCloud,gen-1780000088-K9rOreTR4Cy28vnxSlIH,1780000276
scBmBK5xOUph9M,meta-llama/llama-4-maverick,locus_levenson,human,1,completed,0.7,778,292,0,1070,0.00045826,376,Novita,gen-1780000270-T417SsIqZus5OPOj8Dt5,1780000278
rP_VooqVkSHCdK,meta-llama/llama-4-maverick,ncs18,self,1,completed,0.7,630,220,0,850,0.0002265,130,DeepInfra,gen-1780000274-fsSUD2BDPubDRFHc5gOt,1780000281
QHXJvpQZa7trT0,meta-llama/llama-4-maverick,mfq30,self,1,completed,0.7,1108,364,0,1472,0.0003846,86,DeepInfra,gen-1780000271-PhUpuvwImNLJQTiJAKQ7,1780000282
u0Q9UNTHcNRIz4,meta-llama/llama-4-maverick,mfq30,human,1,completed,0.7,1085,366,0,1451,0.00038235,139,DeepInfra,gen-1780000272-tCwaGOl5K1MTkYzFHWDO,1780000282
9cdz3LVA1QL8-h,meta-llama/llama-4-maverick,ncs18,human,1,completed,0.7,607,220,0,827,0.00035089,411,Novita,gen-1780000276-NutF8aWu1a7ZenTIjaaA,1780000282
pQThwC1Rf2ttgN,deepseek/deepseek-r1-0528,sd3,self,1,completed,0.7,645,1729,1368,2374,0.00409172,1770,SiliconFlow,gen-1780000220-ByfdFIGqTnMRpN6OPbhx,1780000284
JTk-zXdbbkr-i8,meta-llama/llama-4-maverick,pvq21,self,1,completed,0.7,861,256,0,1117,0.00028275,144,DeepInfra,gen-1780000278-e7hUGFORd4lXp2iDjiCQ,1780000285
HHhpv0CDlsFZ-g,mistralai/mistral-large-2512,ecr12,self,1,completed,0.7,543,166,0,709,0.0005205,550,Mistral,gen-1780000282-SVnSbdnxrJvNuaPGEQwJ,1780000285
9_LnicMC8q_X6x,mistralai/mistral-large-2512,ecr12,human,1,completed,0.7,521,170,0,691,0.0005155,524,Mistral,gen-1780000284-U2W6royblm1BvA5ZnfYu,1780000286
CDieAsGG6hDJn4,deepseek/deepseek-r1-0528,ncs18,human,1,completed,0.7,597,2689,2445,3286,0.00616052,995,SiliconFlow,gen-1780000189-b3d62CpfGIcWNPpwpgln,1780000287
FxDAstzFI-hjFl,meta-llama/llama-4-maverick,pvq21,human,1,completed,0.7,838,256,0,1094,0.00044386,329,Novita,gen-1780000281-ebQlcnEL7dDPDHBjgdHb,1780000288
17HW1O9TfrwZ9e,meta-llama/llama-4-maverick,sd3,self,1,completed,0.7,652,328,0,980,0.0002946,80,DeepInfra,gen-1780000282-th1SDmswQNGLUcuifffa,1780000290
K74VgUpCXwx_95,mistralai/mistral-large-2512,enneagram36,self,1,completed,0.7,1005,506,0,1511,0.0012615,481,Mistral,gen-1780000285-802aPamO6SZVBi0kI5EE,1780000290
zGbBXO0BeRIqRc,mistralai/mistral-large-2512,eq_short,self,1,completed,0.7,716,310,0,1026,0.000823,565,Mistral,gen-1780000286-tUt2WO3k7nZeFt302dwt,1780000290
h1lpzHVmM_Bm04,meta-llama/llama-4-maverick,sd3,human,1,completed,0.7,629,328,0,957,0.00029115,128,DeepInfra,gen-1780000282-QlaC2B1evEdPOlMQd4PD,1780000291
4RAr3ZGvHLv87z,mistralai/mistral-large-2512,enneagram36,human,1,completed,0.7,983,506,0,1489,0.0012505,698,Mistral,gen-1780000285-LU7GLPJ3owFDgQjCdBHz,1780000291
WbhOEGjVi7nA6w,mistralai/mistral-large-2512,eq_short,human,1,completed,0.7,694,310,0,1004,0.000812,656,Mistral,gen-1780000287-xbqf8Teasho8DLF6bQNd,1780000291
qGTBPdUCO6hBR_,mistralai/mistral-large-2512,hexaco24,self,1,completed,0.7,737,338,0,1075,0.0008449,614,Mistral,gen-1780000288-4BJqpslj7ETATDukL5j1,1780000292
jMHdo9pux95e3v,deepseek/deepseek-r1-0528,sd3,human,1,completed,0.7,623,2018,1657,2641,0.00471074,937,SiliconFlow,gen-1780000221-o28HyMeW5uu9pdQcpQTD,1780000294
aN0i6B3AC3aZus,mistralai/mistral-large-2512,hexaco24,human,1,completed,0.7,715,338,0,1053,0.0008645,477,Mistral,gen-1780000290-mihB7mzPLFhAUhu4VMRK,1780000294
MR2KFuN1257syq,mistralai/mistral-large-2512,locus_levenson,self,1,completed,0.7,823,338,0,1161,0.0008879,522,Mistral,gen-1780000291-shvwH8lqtqdgmaorYBZM,1780000294
TLeygsS_8uXFIO,mistralai/mistral-large-2512,locus_levenson,human,1,completed,0.7,801,338,0,1139,0.0009075,752,Mistral,gen-1780000291-EVlr1qxrb2l7BJcp3LWL,1780000295
tMgZGzLEG7-QYT,mistralai/mistral-large-2512,mfq30,self,1,completed,0.7,1135,422,0,1557,0.0011699,489,Mistral,gen-1780000291-DS0dHw9lalCf2EplFAD2,1780000295
pLbTZQu3KPDf2L,mistralai/mistral-large-2512,ipip50,self,1,completed,0.7,827,702,0,1529,0.0014359,510,Mistral,gen-1780000290-HU3HLwfu6h3p4QRnuhd4,1780000297
KL_6EEbb9pUJHX,mistralai/mistral-large-2512,mfq30,human,1,completed,0.7,1113,422,0,1535,0.0011895,607,Mistral,gen-1780000292-7whHYYyYClaAneAFIWo2,1780000297
aP7COjxSY5NOeI,mistralai/mistral-large-2512,ncs18,self,1,completed,0.7,642,254,0,896,0.000702,599,Mistral,gen-1780000294-oANPhOIyFFoJR6dIz9wA,1780000297
w8-zsw0nPGcffJ,mistralai/mistral-large-2512,ncs18,human,1,completed,0.7,620,254,0,874,0.000691,547,Mistral,gen-1780000294-a26KcG6KyQb1g5tYOuqw,1780000297
hMiVJmy64yb2nV,mistralai/mistral-large-2512,ipip50,human,1,completed,0.7,805,702,0,1507,0.0014321,518,Mistral,gen-1780000291-5kyAPeL73k9TF0RAoxzV,1780000298
0Y11gOkU32uBCc,mistralai/mistral-large-2512,pvq21,self,1,completed,0.7,875,296,0,1171,0.0008509,830,Mistral,gen-1780000294-otkXnUPaiAVaihQyZe1s,1780000298
PosIzvleIncZVm,mistralai/mistral-large-2512,pvq21,human,1,completed,0.7,853,296,0,1149,0.0008471,502,Mistral,gen-1780000295-1ufxY4HPLmSdnw7RCYbS,1780000298
4lil1o7ase9SGQ,mistralai/mistral-large-2512,sd3,self,1,completed,0.7,676,380,0,1056,0.000908,514,Mistral,gen-1780000296-Ui78yLOzQnT6gQZpZSFc,1780000300
AqlZnZ6qL117-U,mistralai/mistral-large-2512,sd3,human,1,completed,0.7,654,380,0,1034,0.000897,493,Mistral,gen-1780000297-Wfb6463sZ2riPxS2HylR,1780000301
trTz98pvXca_lO,google/gemini-2.5-pro,eq_short,self,1,completed,0.7,727,2137,1650,2864,0.02227875,2532,Google,gen-1780000351-AcMVCKCtbDu3Pe2eTMSs,1780000373
78BY9ALArvQ3wf,google/gemini-2.5-pro,eq_short,human,1,completed,0.7,704,2312,1825,3016,0.024,2272,Google,gen-1780000351-NSLH1qyHMci3BMGrJySB,1780000373
8dCSFZcMA0zVuW,google/gemini-2.5-pro,enneagram36,self,1,completed,0.7,1025,2672,1877,3697,0.02800125,2762,Google,gen-1780000351-XqAOIAyx4QatjPpPKdvI,1780000374
fLHoxUBn2aCKLF,google/gemini-2.5-pro,hexaco24,human,1,completed,0.7,713,2803,2272,3516,0.02892125,1798,Google,gen-1780000373-qEXR0x4IJi9o90YmV8eG,1780000397
iW1PlLWeflKdbV,google/gemini-2.5-pro,hexaco24,self,1,completed,0.7,736,2927,2396,3663,0.03019,1847,Google,gen-1780000373-IH8Mkbc522vteLoup93h,1780000400
87wsO5unxQlFrz,google/gemini-2.5-pro,ipip50,self,1,completed,0.7,866,3252,2149,4118,0.0336025,2168,Google,gen-1780000374-npdmC0SAuREnbVCfK68B,1780000406
5hCQe3T_ek7Zth,google/gemini-2.5-pro,locus_levenson,self,1,completed,0.7,836,2257,1726,3093,0.023615,1870,Google,gen-1780000401-zQPZ4lA8auQMFgDqDwZk,1780000421
Mz6A-bhvQ5YcdB,google/gemini-2.5-pro,mfq30,self,1,completed,0.7,1138,2419,1756,3557,0.0256125,2115,Google,gen-1780000406-zkny1rgRycxm9yfXGuTa,1780000429
